operator_id,permit_id,account_holder,installation_name,regulator,account_status,first_year,last_year,nace_code,nace_description,regulated_activity,cps_scope,cps_scope_rule,recorded_emissions_2021,recorded_emissions_2022,recorded_emissions_2023,recorded_emissions_2024,surrender_status_2021,surrender_status_2022,surrender_status_2023,surrender_status_2024,alloc_entitlement_2025,alloc_delivered_2025,alloc_entitlement_2026,alloc_delivered_2026
1000584,UK-S-IN-13529,INEOS FPS Limited,Forties Pipeline System - Kinneil,SEPA,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,255066.0,236544.0,196480.0,196112.0,A,A,A,A,184010,184010,184010,184010
1000585,UK-S-IN-13533,Chivas Brothers Limited,The Glenlivet Distillery,SEPA,OPEN,2021,,1101,"Distilling, rectifying and blending of spirits",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,18031.0,17784.0,20447.0,19807.0,A,A,A,A,3492,3492,0,0
1000586,UK-S-IN-13540,University of Strathclyde,John Anderson Campus DEN,SEPA,OPEN,2021,,8542,Tertiary education,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,20075.0,18122.0,18256.0,19421.0,A,A,A,A,2354,2354,2354,2354
1000588,UK-S-IN-13686,EnQuest Heather Limited,Sullom Voe Terminal,SEPA,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,28983.0,25528.0,59986.0,89875.0,A,A,A,A,31728,31728,31728,31728
1000589,UK-S-IN-13687,E.ON UK Steven's Croft Limited,Steven's Croft Power Station,SEPA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7013.0,7268.0,6323.0,5098.0,A,A,A,A,652,652,937,937
1000590,UK-S-IN-13712,Diageo Scotland Limited,Burghead Maltings,SEPA,CLOSED,2021,2021,1106,Manufacture of malt,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,,,,,EXCLUDED,,,,0,0,0,0
1000591,UK-S-IN-13713,Diageo Scotland Limited,Roseisle Complex,SEPA,OPEN,2021,,1101,"Distilling, rectifying and blending of spirits",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,11459.0,12148.0,13245.0,12498.0,A,A,A,A,4313,4313,4313,4313
1000592,UK-S-IN-13776,Arjowiggins Scotland Limited,Stoneywood Mill,SEPA,CLOSED,2021,2023,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,43588.0,25458.0,0.0,,A,B,B,,0,0,0,0
1000593,UK-S-IN-13793,Penspen Limited,Boiler Plant - Drungans,SEPA,OPEN,2021,,2222,Manufacture of plastic packing goods,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,17977.0,16391.0,16292.0,16894.0,A,A,A,A,11972,11972,11972,11972
1000594,UK-S-IN-13837,Velox Power Limited,Netherton Power Station,SEPA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1631.0,9853.0,4788.0,4158.0,A,A,A,A,0,0,0,0
1000595,UK-S-IN-13838,Velox Power Limited,Carbrain Power Station,SEPA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1368.0,8038.0,4777.0,3887.0,A,A,A,A,0,0,0,0
1000598,UK-S-IN-13868,Earls Gate Energy Centre Limited,Earls Gate Energy Centre,SEPA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1844.0,5997.0,13514.0,4541.0,A,A,A,A,0,0,0,0
1000599,UK-W-IN-11378,Knauf Insulation Limited,Pont-y-Felin Insulation,NRW,OPEN,2021,,2399,Manufacture of other non-metallic mineral products n.e.c.,MANUFACTURE_OF_MINERAL_WOOL,CPS_NOT_APPLICABLE,R7_process_activity,28347.0,25637.0,23856.0,25760.0,A,A,A,A,19912,19912,19912,19912
1000600,UK-W-IN-11397,Castle Cement Limited,Padeswood Works,NRW,OPEN,2021,,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,CPS_NOT_APPLICABLE,R7_process_activity,534888.0,496271.0,359676.0,442435.0,A,A,A,A,384810,384810,384810,384810
1000601,UK-W-IN-11421,AB InBev UK Limited,Magor Brewery,NRW,OPEN,2021,,1105,Manufacture of beer,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,19635.0,20543.0,19142.0,20454.0,A,A,A,A,3402,3402,3402,3402
1000602,UK-W-IN-11512,Kellogg Company of Great Britain Limited,KELLOGG COMPANY - WREXHAM,NRW,OPEN,2021,,1061,Manufacture of grain mill products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,15892.0,14157.0,11098.0,10329.0,A,A,A,A,2379,2379,2379,2379
1000603,UK-W-IN-11580,Tata Steel UK Limited,Tata Steel Packaging Plus UK,NRW,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,CPS_NOT_APPLICABLE,R7_process_activity,43096.0,40408.0,35731.0,42923.0,A,A,A,A,33582,33582,33582,33582
1000604,UK-W-IN-11583,Kronospan Ltd,Kronospan Ltd,NRW,OPEN,2021,,1621,Manufacture of veneer sheets and wood-based panels,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,152231.0,127500.0,139563.0,140547.0,A,A,A,A,111790,111790,111790,111790
1000605,UK-W-IN-11615,BAE Systems Global Combat Systems Munitions Ltd,BAE Systems - Glascoed,NRW,OPEN,2021,,2540,Manufacture of weapons and ammunition,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,9172.0,8662.0,9343.0,10711.0,A,A,A,A,1797,1797,1797,1797
1000606,UK-W-IN-11665,Tata Steel UK Limited,Port Talbot Steelworks,NRW,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OF_PIG_IRON_OR_STEEL,CPS_NOT_APPLICABLE,R7_process_activity,6643839.0,5673654.0,5706594.0,3436052.0,A,A,A,A,238902,238902,238902,238902
1000607,UK-W-IN-11666,Tata Steel UK Limited,Llanwern Steelworks,NRW,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,CPS_NOT_APPLICABLE,R7_process_activity,36228.0,33662.0,35997.0,33805.0,A,A,A,A,26256,26256,26256,26256
1000608,UK-W-IN-11714,Airbus Operations Limited,Airbus UK Limited - Broughton,NRW,OPEN,2021,,3030,Manufacture of air and spacecraft and related machinery,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,25946.0,21075.0,19642.0,17570.0,A,A,A,A,3296,3296,3296,3296
1000609,UK-W-IN-11738,Tarmac Cement Limited,Aberthaw Cement Plant,NRW,OPEN,2021,,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,CPS_NOT_APPLICABLE,R7_process_activity,346236.0,358090.0,284212.0,274556.0,A,A,A,A,291241,291241,291241,291241
1000610,UK-W-IN-11752,Tata Steel UK Limited,Tata Steel Colors,NRW,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,CPS_NOT_APPLICABLE,R7_process_activity,55478.0,50010.0,49843.0,51263.0,A,A,A,A,34204,34204,34204,34204
1000611,UK-W-IN-11753,Solutia UK Limited,Solutia UK Limited - Newport,NRW,OPEN,2021,,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,CPS_NOT_APPLICABLE,R7_process_activity,44426.0,39504.0,35678.0,29034.0,A,A,A,A,20932,20932,20932,20932
1000612,UK-W-IN-11767,Essity UK Limited,SCA Hygiene Products UK Ltd - Oakenholt Paper Mill,NRW,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,22376.0,24318.0,23841.0,17455.0,A,A,A,A,13803,13803,13803,13803
1000613,UK-W-IN-11802,Warwick International Limited,Warwick International Limited,NRW,CLOSED,2021,2022,2059,Manufacture of other chemical products n.e.c.,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,20227.0,17819.0,,,A,A,,A,0,0,0,0
1000614,UK-W-IN-11806,Vishay Newport Limited,Nexperia Newport Limited,NRW,OPEN,2021,,2611,Manufacture of electronic components,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,10612.0,10413.0,9354.0,8477.0,A,A,A,A,940,1096,940,940
1000615,UK-W-IN-11813,SIMEC Uskmouth Power Limited,Uskmouth Power Plant,NRW,CLOSED,2021,2022,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,4.0,1.0,,,A,A,,A,0,0,0,0
1000616,UK-W-IN-11838,CELSA Manufacturing (UK) Limited,CELSA Manufacturing (UK) Ltd – New Melt Shop,NRW,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OF_PIG_IRON_OR_STEEL,CPS_NOT_APPLICABLE,R7_process_activity,48149.0,40453.0,31724.0,36502.0,A,A,A,A,33236,39319,33236,33236
1000617,UK-W-IN-11884,Knauf Insulation Limited,Knauf Insulation Queensferry,NRW,OPEN,2021,,2399,Manufacture of other non-metallic mineral products n.e.c.,MANUFACTURE_OF_MINERAL_WOOL,CPS_NOT_APPLICABLE,R7_process_activity,34863.0,32411.0,30858.0,29021.0,A,A,A,A,17416,17416,17416,17416
1000618,UK-W-IN-11887,Rockwool Ltd,Rockwool Bridgend,NRW,OPEN,2021,,2399,Manufacture of other non-metallic mineral products n.e.c.,MANUFACTURE_OF_MINERAL_WOOL,CPS_NOT_APPLICABLE,R7_process_activity,84268.0,87446.0,72742.0,75594.0,A,A,A,A,56837,56837,56837,56837
1000619,UK-W-IN-15088,Volac Whey Nutrition Ltd,Volac Whey Nutrition Ltd,NRW,OPEN,2021,,1051,Operation of dairies and cheese making,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,12401.0,11953.0,12774.0,13123.0,A,A,A,A,15813,15813,15813,15813
1000620,UK-W-IN-11928,Severn Power Limited,Severn Power Limited,NRW,CLOSED,2021,2021,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,0.0,,,,A,,,,0,0,0,0
1000621,UK-W-IN-11929,South Hook LNG Terminal Company LTD.,South Hook LNG Terminal Company LTD.,NRW,OPEN,2021,,3521,Manufacture of gas ,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,182562.0,333291.0,192901.0,130010.0,A,A,A,A,53196,53196,53196,53196
1000622,UK-W-IN-11939,Dragon LNG Ltd,Dragon LNG Terminal,NRW,OPEN,2021,,3523,Trade of gas through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,77456.0,118410.0,111265.0,67920.0,A,A,A,A,0,0,30550,30550
1000623,UK-W-IN-11948,National Gas Transmission Plc,Felindre Compressor Station,NRW,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,6838.0,28836.0,13074.0,5958.0,A,A,A,A,2186,2186,2186,2186
1000624,UK-W-IN-12598,Liberty Steel Newport Limited,Liberty Steel Newport Limited,NRW,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,CPS_NOT_APPLICABLE,R7_process_activity,20276.0,4462.0,373.0,0.0,A,A,A,A,143,1842,143,143
1000625,UK-W-IN-12605,Dow Silicones UK Limited,Dow Silicone Manufacturing Installation,NRW,OPEN,2021,,2016,Manufacture of plastics in primary forms,PRODUCTION_OF_BULK_CHEMICALS,CPS_NOT_APPLICABLE,R7_process_activity,146115.0,117505.0,124666.0,130133.0,A,A,A,A,112936,112936,112936,112936
1000626,UK-W-IN-12611,CELSA Manufacturing (UK) Limited,CELSA Manufacturing (UK) Ltd – Rod & Bar Mill,NRW,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,CPS_NOT_APPLICABLE,R7_process_activity,48236.0,42506.0,38522.0,40726.0,A,A,A,A,34308,34308,34308,34308
1000627,UK-W-IN-12612,CELSA Manufacturing (UK) Limited,CELSA Manufacturing (UK) Ltd – Sections Mill,NRW,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,CPS_NOT_APPLICABLE,R7_process_activity,21855.0,20556.0,18253.0,18475.0,A,A,A,A,13993,14780,13993,13993
1000628,UK-W-IN-12727,Synthite Limited,Mold Chemicals (Alyn Works),NRW,OPEN,2021,,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,CPS_NOT_APPLICABLE,R7_process_activity,9572.0,9576.0,9047.0,8534.0,A,A,A,A,11307,11307,0,0
1000629,UK-W-IN-12920,WEPA UK Limited,Bridgend Operation,NRW,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,37467.0,50364.0,56645.0,63381.0,A,A,A,A,31949,31949,31949,31949
1000630,UK-W-IN-13017,Valero Energy Ltd,"Valero, Pembroke",NRW,OPEN,2021,,1920,Manufacture of refined petroleum products,REFINING_OF_MINERAL_OIL,CPS_NOT_APPLICABLE,R7_process_activity,1583183.0,2389437.0,2337923.0,2222646.0,A,A,A,A,1427850,1427850,1427850,1427850
1000631,UK-W-IN-13327,Cadoxton Reserve Power Limited,Cadoxton Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,3992.0,6751.0,3254.0,1577.0,A,A,A,A,0,0,0,0
1000632,UK-W-IN-13328,Cynon Power Limited,Cynon Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,4451.0,7124.0,3894.0,1690.0,A,A,A,A,0,0,0,0
1000633,UK-W-IN-13391,Larigan Power Limited,Larigan Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,10835.0,11485.0,9305.0,6478.0,A,A,A,A,0,0,0,0
1000634,UK-W-IN-13396,UK Power Reserve Limited,Tonypandy Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9447.0,7709.0,2713.0,2237.0,A,A,A,A,0,0,0,0
1000635,UK-W-IN-13400,UK Power Reserve Limited,Traston Road Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,14382.0,10986.0,6497.0,5790.0,A,A,A,A,0,0,0,0
1000636,UK-W-IN-13430,Ogmore Power Limited,Ogmore Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9491.0,8953.0,3620.0,1584.0,A,A,A,A,0,0,0,0
1000637,UK-W-IN-13431,Clyne Power Limited,Clyne Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9222.0,10274.0,5079.0,1016.0,A,A,A,A,0,0,0,0
1000638,UK-W-IN-13493,Nevern Power Limited,Nevern Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9361.0,10110.0,4527.0,1596.0,A,A,A,A,0,0,0,0
1000639,UK-W-IN-13568,St Asaph Power Limited,St Asaph Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,5308.0,7686.0,3589.0,681.0,A,A,A,A,0,0,0,0
1000640,UK-W-IN-13637,Bartley Power Limited,Bartley Power,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,14494.0,12300.0,3291.0,2038.0,A,A,A,A,0,0,0,0
1000641,UK-W-IN-13647,UK Power Reserve Limited,Afan Way Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,11704.0,10557.0,7056.0,4555.0,A,A,A,A,0,0,0,0
1000642,UK-W-IN-13714,Sofidel UK Limited,Sofidel UK Baglan,NRW,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,20750.0,19242.0,18440.0,18518.0,A,A,A,A,16982,16982,16982,16982
1000643,UK-W-IN-13770,UK Power Reserve Limited,Aberdare Generating Plant,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,6106.0,6713.0,1679.0,2059.0,A,A,A,A,0,0,0,0
1000644,UK-W-IN-13772,UK Power Reserve Limited,Solutia Generating Plant,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,5020.0,5806.0,1868.0,1859.0,A,A,A,A,0,0,0,0
1000645,UK-W-IN-13815,Velox Power Limited,Brecon Power Station,NRW,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9473.0,9787.0,4542.0,668.0,A,A,A,A,0,0,0,0
1000646,UK-W-IN-13870,Shotton Mill Limited,Shotton Mill Limited,NRW,OPEN,2021,,3511,Production of electricity,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,12319.0,12108.0,13669.0,14595.0,A,A,A,A,0,0,0,0
1000720,UK-E-IN-11386,Coryton Energy Company Ltd,Coryton Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,591441.0,539738.0,191098.0,380758.0,A,A,A,A,0,0,0,0
1000722,UK-E-IN-13842,Procter & Gamble Product Supply (U.K.) Limited,Procter & Gamble Product Supply (U.K.) Limited,EA,CLOSED,2021,2023,2041,"Manufacture of soap and detergents, cleaning and polishing preparations",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,10793.0,13922.0,5263.0,,A,A,A,,0,0,0,0
1000723,UK-E-IN-13872,Tarmac Trading Limited,Washwood Heath Asphalt,EA,OPEN,2021,,2399,Manufacture of other non-metallic mineral products n.e.c.,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,2209.0,3920.0,3941.0,3277.0,A,A,A,A,0,0,0,0
1000724,UK-E-IN-13939,Whitetower Energy Limited,Thornhill Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,2698.0,4363.0,3925.0,1506.0,A,A,A,A,0,0,0,0
1000725,UK-E-IN-13967,EQUANS URBAN ENERGY LIMITED,Battersea Powerstation Energy Centre,EA,OPEN,2021,2024,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,CPS_CHP_FLAG,R4_chp_nace3530_combustion,1824.0,7673.0,10873.0,1653.0,A,A,A,A,0,0,0,0
1000735,UK-E-IN-11450,Plasmor Limited,Plasmor Limited,EA,OPEN,2021,,2399,Manufacture of other non-metallic mineral products n.e.c.,MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,40830.0,28274.0,36421.0,37519.0,A,A,A,A,26727,26727,26727,26727
1000736,UK-D-IN-13125,Apache Beryl I Limited,Beryl Alpha,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,312762.0,269719.0,367668.0,299861.0,A,A,A,A,106680,106680,106680,106680
1000737,UK-D-IN-13127,Apache North Sea Limited,Forties Alpha,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,244691.0,238138.0,232992.0,203597.0,A,A,A,A,46569,46569,46569,46569
1000738,UK-D-IN-13135,BP Exploration Operating Company Limited,Andrew,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,100748.0,111472.0,109644.0,96485.0,A,A,A,A,47409,47409,47409,47409
1000739,UK-D-IN-13788,Ithaca Energy (UK) Ltd,Captain WPP & BLP Complex (WPP/BLP),OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,99237.0,119235.0,109401.0,110282.0,A,A,A,A,26673,26673,26673,26673
1000740,UK-D-IN-13144,Ithaca Oil and Gas Limited,Alba FSU,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,4623.0,4571.0,4995.0,4447.0,A,A,A,A,267,267,267,267
1000741,UK-D-IN-13345,Anasuria Operating Company Limited,Anasuria,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,95630.0,88058.0,94676.0,107219.0,A,A,A,A,22955,22955,22955,22955
1000742,UK-D-IN-13126,Apache Beryl I Limited,Beryl Bravo,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,190814.0,182460.0,152809.0,161912.0,A,A,A,A,50835,68964,50835,50835
1000743,UK-D-IN-13128,Apache North Sea Limited,Forties Charlie,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,77461.0,77778.0,68963.0,59018.0,A,A,A,A,46621,46621,46621,46621
1000744,UK-D-IN-13129,Apache North Sea Limited,Forties Delta,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,33435.0,48631.0,39316.0,43259.0,A,A,A,A,37327,37327,37327,37327
1000745,UK-D-IN-13137,BP Exploration Operating Company Limited,Clair Phase 1,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,132958.0,101162.0,110452.0,112571.0,A,A,A,A,50697,50697,50697,50697
1000746,UK-D-IN-13315,BP Exploration Operating Company Limited,Clair Ridge,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,161022.0,182848.0,179413.0,200287.0,A,A,A,A,28447,28447,28447,28447
1000747,UK-D-IN-13138,BP Exploration Operating Company Limited,ETAP,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,230486.0,240101.0,241548.0,259324.0,A,A,A,A,52660,53447,52660,52660
1000748,DTI4600,BP Exploration Operating Company Limited,Petrojarl Foinaven,OPRED,CLOSED,2021,2022,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,73364.0,12792.0,,,A,A,,,0,0,0,0
1000749,UK-D-IN-13335,BP Exploration Operating Company Limited,Glen Lyon FPSO,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,275982.0,281255.0,299735.0,266633.0,A,A,A,A,46217,46217,46217,46217
1000750,UK-D-IN-13787,Ithaca Energy (UK) Ltd,Captain FPSO,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,82505.0,77306.0,69718.0,69284.0,A,A,A,A,12111,12111,12111,12111
1000751,DTI0200,Centrica Energy Storage Limited,Rough,OPRED,CLOSED,2021,2021,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,14848.0,,,,A,,,,0,0,0,0
1000752,UK-D-IN-13498,Chrysaor Limited,North Everest,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,73711.0,92941.0,88023.0,85382.0,A,A,A,A,18018,18018,18018,18018
1000753,UK-E-IN-12036,T&L Sugars Limited,Tate and Lyle Sugars,EA,OPEN,2021,,1081,Manufacture of sugar,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,86902.0,87051.0,121826.0,88989.0,A,A,A,A,40824,40824,70578,70578
1000754,UK-D-IN-13145,Ithaca Oil and Gas Limited,Alba Northern Platform (ANP),OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,143456.0,106261.0,82166.0,110985.0,A,A,A,A,14522,14522,14522,14522
1000755,UK-E-IN-11407,VPI POWER LIMITED,VPI Rye House Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,289338.0,484305.0,145665.0,121295.0,A,A,A,A,0,0,0,0
1000756,UK-E-IN-11923,RWE Generation UK plc,Great Yarmouth Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,709331.0,597376.0,479181.0,211751.0,A,A,A,A,0,0,0,0
1000757,UK-E-IN-13311,Uniper UK Limited,Enfield Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,664403.0,850377.0,831093.0,473113.0,A,A,A,A,0,0,0,0
1000758,UK-D-IN-13437,Eni UK Limited,Douglas,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,143574.0,140825.0,161342.0,131325.0,A,A,A,A,16147,16147,0,0
1000759,UK-E-IN-13372,VPI POWER LIMITED,Shoreham Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,439502.0,615923.0,733055.0,670848.0,A,A,A,A,0,0,0,0
1000760,UK-E-IN-13371,VPI POWER LIMITED,Damhead Creek Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,928797.0,1026925.0,586461.0,436099.0,A,A,A,A,0,0,0,0
1000761,UK-E-IN-11548,VPI POWER LIMITED,Blackburn Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,43491.0,17042.0,7536.0,7218.0,A,A,A,A,0,0,0,0
1000762,UK-E-IN-11931,RWE Generation UK plc,Staythorpe Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,3011979.0,3580690.0,2523122.0,1659836.0,A,A,A,A,0,0,0,0
1000763,UK-E-IN-11454,RWE Generation UK plc,Cowes GT Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1656.0,2495.0,753.0,605.0,A,A,A,A,0,0,0,0
